title,author,avg_rating,rating_count,num_pages,genres,pub_year,url,log_rating_count,log_num_pages,log_pub_age,genres_txt
Daughter of Fortune,Isabel Allende,3.94,136861,432.0,"Historical Fiction, Fiction, Romance",1998.0,https://www.goodreads.com/book/show/16527.Daughter_of_Fortune,11.826728397873335,6.07073772800249,3.332204510175204,Historical Fiction  Fiction  Romance
Moloka'i,Alan Brennert,4.2,136832,405.0,"Historical Fiction, Book Club, Fiction",2003.0,https://www.goodreads.com/book/show/3273.Moloka_i,11.82651648314995,6.0063531596017325,3.1354942159291497,Historical Fiction  Book Club  Fiction
The English Patient,Michael Ondaatje,3.86,136499,320.0,"Fiction, Historical Fiction, Classics",1992.0,https://www.goodreads.com/book/show/11713.The_English_Patient,11.824079893607152,5.771441123130016,3.5263605246161616,Fiction  Historical Fiction  Classics
The Moon Is a Harsh Mistress,Robert A. Heinlein,4.15,135892,288.0,"Science Fiction, Fiction, Classics",1966.0,https://www.goodreads.com/book/show/16690.The_Moon_Is_a_Harsh_Mistress,11.819623090350523,5.666426688112432,4.0943445622221,Science Fiction  Fiction  Classics
The Eyre Affair,Jasper Fforde,3.89,135454,374.0,"Fantasy, Fiction, Mystery",2001.0,https://www.goodreads.com/book/show/27003.The_Eyre_Affair,11.81639476082234,5.926926025970411,3.2188758248682006,Fantasy  Fiction  Mystery
House of Sand and Fog,Andre Dubus III,3.86,134876,384.0,"Fiction, Book Club, Contemporary",1999.0,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog,11.812118530995443,5.953243334287785,3.295836866004329,Fiction  Book Club  Contemporary
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,4.44,134663,432.0,"History, Nonfiction, War",1992.0,https://www.goodreads.com/book/show/42389.Band_of_Brothers,11.810538066098918,6.07073772800249,3.5263605246161616,History  Nonfiction  War
Alanna: The First Adventure,Tamora Pierce,4.27,134576,274.0,"Fantasy, Young Adult, Fiction",1983.0,https://www.goodreads.com/book/show/13831.Alanna,11.809891804920063,5.616771097666572,3.7612001156935624,Fantasy  Young Adult  Fiction
I Am Legend and Other Stories,Richard Matheson,4.0,134560,317.0,"Horror, Fiction, Science Fiction",1954.0,https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,11.809772906808174,5.762051382780177,4.276666119016055,Horror  Fiction  Science Fiction
Gallant,Victoria E. Schwab,3.71,134365,338.0,"Fantasy, Young Adult, Horror",2022.0,https://www.goodreads.com/book/show/58064046-gallant,11.808322698876836,5.82600010738045,1.3862943611198906,Fantasy  Young Adult  Horror
Post Office,Charles Bukowski,3.93,134219,162.0,"Fiction, Classics, Novels",1971.0,https://www.goodreads.com/book/show/40409718-post-office,11.80723552371223,5.093750200806762,4.007333185232471,Fiction  Classics  Novels
Ethan Frome,Edith Wharton,3.45,133618,99.0,"Classics, Fiction, Romance",1911.0,https://www.goodreads.com/book/show/5246.Ethan_Frome,11.80274774554187,4.605170185988092,4.74493212836325,Classics  Fiction  Romance
The Drowning Woman,Robyn Harding,4.05,133531,336.0,"Thriller, Mystery, Mystery Thriller",2023.0,https://www.goodreads.com/book/show/62874245-the-drowning-woman,11.802096428473428,5.820082930352362,1.0986122886681098,Thriller  Mystery  Mystery Thriller
Blood Bound,Patricia Briggs,4.3,133357,292.0,"Urban Fantasy, Fantasy, Paranormal",2007.0,https://www.goodreads.com/book/show/285205.Blood_Bound,11.800792520311619,5.680172609017068,2.9444389791664403,Urban Fantasy  Fantasy  Paranormal
Lady Chatterley’s Lover,D.H. Lawrence,3.5,133099,376.0,"Fiction, Romance, Classics",1928.0,https://www.goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,11.798856004383204,5.932245187448011,4.584967478670572,Fiction  Romance  Classics
Inkspell,Cornelia Funke,3.95,132661,635.0,"Fantasy, Young Adult, Fiction",2005.0,https://www.goodreads.com/book/show/28195.Inkspell,11.795559819100383,6.455198563340122,3.044522437723423,Fantasy  Young Adult  Fiction
The Amulet of Samarkand,Jonathan Stroud,4.04,132601,462.0,"Fantasy, Young Adult, Fiction",2003.0,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,11.795107439576412,6.137727054086234,3.1354942159291497,Fantasy  Young Adult  Fiction
The Burning God,R.F. Kuang,4.3,132317,622.0,"Fantasy, Fiction, Historical Fiction",2020.0,https://www.goodreads.com/book/show/45857086-the-burning-god,11.792963395270252,6.434546518787453,1.791759469228055,Fantasy  Fiction  Historical Fiction
Life As We Knew It,Susan Beth Pfeffer,3.89,131800,337.0,"Young Adult, Dystopia, Science Fiction",2006.0,https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It,11.789048488275174,5.823045895483019,2.995732273553991,Young Adult  Dystopia  Science Fiction
Nausea,Jean-Paul Sartre,3.94,131709,178.0,"Philosophy, Fiction, France",1938.0,https://www.goodreads.com/book/show/298275.Nausea,11.788357814993093,5.187385805840755,4.477336814478207,Philosophy  Fiction  France
Magic Bites,Ilona Andrews,4.06,131640,260.0,"Urban Fantasy, Fantasy, Paranormal",2007.0,https://www.goodreads.com/book/show/38619.Magic_Bites,11.787833799503659,5.564520407322694,2.9444389791664403,Urban Fantasy  Fantasy  Paranormal
Going Postal,Terry Pratchett,4.41,131413,394.0,"Fantasy, Fiction, Humor",2004.0,https://www.goodreads.com/book/show/64222.Going_Postal,11.786107924258207,5.978885764901122,3.091042453358316,Fantasy  Fiction  Humor
Vanity Fair,William Makepeace Thackeray,3.81,131354,867.0,"Classics, Fiction, Historical Fiction",1847.0,https://www.goodreads.com/book/show/5797.Vanity_Fair,11.785658860624434,6.7661917146603505,5.187385805840755,Classics  Fiction  Historical Fiction
Strange the Dreamer,Laini Taylor,4.28,130505,532.0,"Fantasy, Young Adult, Romance",2017.0,https://www.goodreads.com/book/show/28449207-strange-the-dreamer,11.779174481699469,6.278521424165844,2.1972245773362196,Fantasy  Young Adult  Romance
The Color of Water: A Black Man's Tribute to His White Mother,James McBride,4.15,130463,291.0,"Nonfiction, Memoir, Biography",1995.0,https://www.goodreads.com/book/show/29209.The_Color_of_Water,11.77885260561898,5.676753802268282,3.4339872044851463,Nonfiction  Memoir  Biography
Fifty Shades Trilogy,E.L. James,4.11,130452,1859.0,"Romance, Fiction, Erotica",2005.0,https://www.goodreads.com/book/show/13584236-fifty-shades-trilogy,11.77876828761742,7.528331766707247,3.044522437723423,Romance  Fiction  Erotica
The School for Good and Evil,Soman Chainani,3.99,130284,488.0,"Fantasy, Middle Grade, Young Adult",2013.0,https://www.goodreads.com/book/show/42080479-the-school-for-good-and-evil,11.777479637529986,6.192362489474872,2.5649493574615367,Fantasy  Middle Grade  Young Adult
A Wind in the Door,Madeleine L'Engle,3.99,130275,236.0,"Fantasy, Young Adult, Fiction",1973.0,https://www.goodreads.com/book/show/18130.A_Wind_in_the_Door,11.777410555817807,5.4680601411351315,3.970291913552122,Fantasy  Young Adult  Fiction
"Faust, First Part",Johann Wolfgang von Goethe,3.86,129997,327.0,"Fiction, Plays, Poetry",1808.0,https://www.goodreads.com/book/show/14706.Faust_First_Part,11.775274344703991,5.793013608384144,5.384495062789089,Fiction  Plays  Poetry
Midnight’s Children,Salman Rushdie,3.98,129705,647.0,"Magical Realism, Classics, India",1981.0,https://www.goodreads.com/book/show/14836.Midnight_s_Children,11.773025629835935,6.473890696352274,3.8066624897703196,Magical Realism  Classics  India
The Iron Daughter,Julie Kagawa,4.07,129224,359.0,"Fantasy, Young Adult, Romance",2010.0,https://www.goodreads.com/book/show/7747064-the-iron-daughter,11.76931035006424,5.886104031450156,2.772588722239781,Fantasy  Young Adult  Romance
Among the Hidden,Margaret Peterson Haddix,3.99,129132,153.0,"Young Adult, Dystopia, Science Fiction",1998.0,https://www.goodreads.com/book/show/227651.Among_the_Hidden,11.768598159972285,5.0369526024136295,3.332204510175204,Young Adult  Dystopia  Science Fiction
Chocolat,Joanne Harris,3.96,129013,306.0,"Fiction, Romance, Magical Realism",1999.0,https://www.goodreads.com/book/show/47401.Chocolat,11.76767620458695,5.726847747587197,3.295836866004329,Fiction  Romance  Magical Realism
Iron Kissed,Patricia Briggs,4.34,128889,287.0,"Urban Fantasy, Fantasy, Paranormal",2008.0,https://www.goodreads.com/book/show/1412138.Iron_Kissed,11.766714606398825,5.662960480135946,2.8903717578961645,Urban Fantasy  Fantasy  Paranormal
Small Gods,Terry Pratchett,4.32,128845,389.0,"Fantasy, Fiction, Humor",1992.0,https://www.goodreads.com/book/show/34484.Small_Gods,11.766373171749203,5.966146739123692,3.5263605246161616,Fantasy  Fiction  Humor
The Warded Man,Peter V. Brett,4.25,128606,416.0,"Fantasy, Fiction, Epic Fantasy",2008.0,https://www.goodreads.com/book/show/3428935-the-warded-man,11.764516521652636,6.0330862217988015,2.8903717578961645,Fantasy  Fiction  Epic Fantasy
Unearthly,Cynthia Hand,4.01,128298,435.0,"Young Adult, Fantasy, Angels",2011.0,https://www.goodreads.com/book/show/7488244-unearthly,11.762118756341085,6.077642243349034,2.70805020110221,Young Adult  Fantasy  Angels
"Roll of Thunder, Hear My Cry",Mildred D. Taylor,3.9,128196,288.0,"Historical Fiction, Young Adult, Fiction",1976.0,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry,11.761323422258863,5.666426688112432,3.912023005428146,Historical Fiction  Young Adult  Fiction
Dead Witch Walking,Kim Harrison,4.04,128137,416.0,"Urban Fantasy, Fantasy, Paranormal",2004.0,https://www.goodreads.com/book/show/30264.Dead_Witch_Walking,11.76086308714238,6.0330862217988015,3.091042453358316,Urban Fantasy  Fantasy  Paranormal
Kane & Abel,Jeffrey Archer,4.34,127683,592.0,"Fiction, Historical Fiction, Thriller",1979.0,https://www.goodreads.com/book/show/78983.Kane_Abel,11.757313740513716,6.385194398997726,3.8501476017100584,Fiction  Historical Fiction  Thriller
Forever,Maggie Stiefvater,3.89,127168,390.0,"Young Adult, Fantasy, Romance",2011.0,https://www.goodreads.com/book/show/9409458-forever,11.753272189494059,5.968707559985366,2.70805020110221,Young Adult  Fantasy  Romance
Abhorsen,Garth Nix,4.25,126758,358.0,"Fantasy, Young Adult, Fiction",2003.0,https://www.goodreads.com/book/show/334643.Abhorsen,11.750042924849788,5.883322388488279,3.1354942159291497,Fantasy  Young Adult  Fiction
Demian,Hermann Hesse,4.14,126631,193.0,"Fiction, Philosophy, German Literature",1919.0,https://www.goodreads.com/book/show/24861.Demian,11.749040521365574,5.267858159063328,4.672828834461906,Fiction  Philosophy  German Literature
The Monster at the End of this Book,Jon Stone,4.46,126231,32.0,"Picture Books, Childrens, Fiction",1971.0,https://www.goodreads.com/book/show/44186.The_Monster_at_the_End_of_this_Book,11.745876762715504,3.4965075614664802,4.007333185232471,Picture Books  Childrens  Fiction
The Night Before Christmas,Clement Clarke Moore,4.4,126113,32.0,"Christmas, Childrens, Picture Books",1823.0,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,11.744941538788035,3.4965075614664802,5.313205979041787,Christmas  Childrens  Picture Books
The Evening and the Morning,Ken Follett,4.39,125619,913.0,"Historical Fiction, Fiction, Historical",2020.0,https://www.goodreads.com/book/show/49239093-the-evening-and-the-morning,11.741016756008372,6.81783057145415,1.791759469228055,Historical Fiction  Fiction  Historical
Redwall,Brian Jacques,4.14,125456,352.0,"Fantasy, Fiction, Young Adult",1986.0,https://www.goodreads.com/book/show/7996.Redwall,11.739718349361011,5.8664680569332965,3.6888794541139363,Fantasy  Fiction  Young Adult
Extras,Scott Westerfeld,3.6,125299,417.0,"Young Adult, Dystopia, Science Fiction",2006.0,https://www.goodreads.com/book/show/493456.Extras,11.73846614088416,6.035481432524756,2.995732273553991,Young Adult  Dystopia  Science Fiction
Code Name Verity,Elizabeth Wein,4.0,124658,452.0,"Historical Fiction, Young Adult, Fiction",2012.0,https://www.goodreads.com/book/show/11925514-code-name-verity,11.733337288511319,6.115892125483034,2.6390573296152584,Historical Fiction  Young Adult  Fiction
The Tenant of Wildfell Hall,Anne Brontë,4.02,124500,576.0,"Classics, Fiction, Romance",1848.0,https://www.goodreads.com/book/show/337113.The_Tenant_of_Wildfell_Hall,11.732069026983156,6.3578422665081,5.181783550292085,Classics  Fiction  Romance
Empire Falls,Richard Russo,3.94,124281,483.0,"Fiction, Book Club, Contemporary",2001.0,https://www.goodreads.com/book/show/187020.Empire_Falls,11.730308456071414,6.182084906716632,3.2188758248682006,Fiction  Book Club  Contemporary
Wintergirls,Laurie Halse Anderson,3.96,124216,278.0,"Young Adult, Fiction, Contemporary",2009.0,https://www.goodreads.com/book/show/5152478-wintergirls,11.72978531512129,5.631211781821365,2.833213344056216,Young Adult  Fiction  Contemporary
The Fall,Albert Camus,4.04,123848,147.0,"Fiction, Philosophy, France",1956.0,https://www.goodreads.com/book/show/11991.The_Fall,11.7268183606015,4.997212273764115,4.248495242049359,Fiction  Philosophy  France
School's Out—Forever,James Patterson,4.14,123691,409.0,"Young Adult, Fantasy, Science Fiction",2006.0,https://www.goodreads.com/book/show/13139.School_s_Out_Forever,11.72554988369423,6.016157159698354,2.995732273553991,Young Adult  Fantasy  Science Fiction
Rapture,Lauren Kate,3.99,123610,466.0,"Fantasy, Young Adult, Romance",2012.0,https://www.goodreads.com/book/show/12716010-rapture,11.724894816809504,6.1463292576688975,2.6390573296152584,Fantasy  Young Adult  Romance
Radio Silence,Alice Oseman,4.18,123576,496.0,"Contemporary, Young Adult, LGBT",2016.0,https://www.goodreads.com/book/show/25322449-radio-silence,11.72461972254753,6.208590026096629,2.302585092994046,Contemporary  Young Adult  LGBT
Glow,Raven Kennedy,4.14,123134,705.0,"Romance, Romantasy, Fantasy Romance",2022.0,https://www.goodreads.com/book/show/58159316-glow,11.721036593450476,6.559615237493242,1.3862943611198906,Romance  Romantasy  Fantasy Romance
Flipped,Wendelin Van Draanen,3.99,123039,212.0,"Young Adult, Romance, Fiction",2001.0,https://www.goodreads.com/book/show/331920.Flipped,11.72026478473947,5.3612921657094255,3.2188758248682006,Young Adult  Romance  Fiction
Pushing the Limits,Katie McGarry,4.05,122530,392.0,"Romance, Young Adult, Contemporary",2012.0,https://www.goodreads.com/book/show/10194514-pushing-the-limits,11.716119338176817,5.973809611869261,2.6390573296152584,Romance  Young Adult  Contemporary
White Noise,Don DeLillo,3.86,122326,320.0,"Fiction, Classics, Literature",1985.0,https://www.goodreads.com/book/show/28251250-white-noise,11.714453065911261,5.771441123130016,3.713572066704308,Fiction  Classics  Literature
Lirael,Garth Nix,4.29,122148,464.0,"Fantasy, Young Adult, Fiction",2001.0,https://www.goodreads.com/book/show/47624.Lirael,11.712996889996624,6.142037405587356,3.2188758248682006,Fantasy  Young Adult  Fiction
The Art of Happiness,Dalai Lama XIV,4.17,122023,322.0,"Nonfiction, Philosophy, Spirituality",1998.0,https://www.goodreads.com/book/show/38210.The_Art_of_Happiness,11.71197302567977,5.777652323222656,3.332204510175204,Nonfiction  Philosophy  Spirituality
The Witching Hour,Anne Rice,4.1,121986,1216.0,"Horror, Fantasy, Fiction",1990.0,https://www.goodreads.com/book/show/11901.The_Witching_Hour,11.711669760660703,7.104144092987527,3.58351893845611,Horror  Fantasy  Fiction
Survivor,Chuck Palahniuk,3.93,121945,304.0,"Fiction, Contemporary, Thriller",1999.0,https://www.goodreads.com/book/show/36236123-survivor,11.71133360277812,5.720311776607412,3.295836866004329,Fiction  Contemporary  Thriller
A Dirty Job,Christopher Moore,4.03,121942,387.0,"Humor, Fiction, Fantasy",2006.0,https://www.goodreads.com/book/show/33456.A_Dirty_Job,11.711309001422585,5.961005339623274,2.995732273553991,Humor  Fiction  Fantasy
Song of Solomon,Toni Morrison,4.15,121882,338.0,"Fiction, Classics, Historical Fiction",1977.0,https://www.goodreads.com/book/show/11334.Song_of_Solomon,11.710816847171511,5.82600010738045,3.8918202981106265,Fiction  Classics  Historical Fiction
Brideshead Revisited,Evelyn Waugh,4.0,121842,351.0,"Fiction, Historical Fiction, Classics",1945.0,https://www.goodreads.com/book/show/30933.Brideshead_Revisited,11.710488609721596,5.863631175598097,4.394449154672439,Fiction  Historical Fiction  Classics
Prodigal Summer,Barbara Kingsolver,4.04,121705,444.0,"Fiction, Book Club, Nature",2000.0,https://www.goodreads.com/book/show/14249.Prodigal_Summer,11.709363579321552,6.09807428216624,3.258096538021482,Fiction  Book Club  Nature
Solaris,Stanisław Lem,3.99,121404,204.0,"Science Fiction, Fiction, Classics",1961.0,https://www.goodreads.com/book/show/95558.Solaris,11.706887342920858,5.3230099791384085,4.174387269895637,Science Fiction  Fiction  Classics
The Golden Lily,Richelle Mead,4.31,120992,418.0,"Young Adult, Fantasy, Vampires",2012.0,https://www.goodreads.com/book/show/8709523-the-golden-lily,11.703487971665762,6.037870919922137,2.6390573296152584,Young Adult  Fantasy  Vampires
One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.98,120962,182.0,"Fiction, Classics, Russia",1962.0,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,11.703239992693108,5.209486152841421,4.1588830833596715,Fiction  Classics  Russia
Lover Enshrined,J.R. Ward,4.11,120522,560.0,"Romance, Paranormal, Paranormal Romance",2008.0,https://www.goodreads.com/book/show/1240662.Lover_Enshrined,11.699595885068518,6.329720905522696,2.8903717578961645,Romance  Paranormal  Paranormal Romance
Princess Academy,Shannon Hale,4.04,120102,314.0,"Fantasy, Young Adult, Middle Grade",2005.0,https://www.goodreads.com/book/show/85990.Princess_Academy,11.696104986940114,5.752572638825633,3.044522437723423,Fantasy  Young Adult  Middle Grade
The Spy Who Came In from the Cold,John Le Carré,4.09,120046,212.0,"Fiction, Thriller, Mystery",1963.0,https://www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold,11.695638611749482,5.3612921657094255,4.143134726391533,Fiction  Thriller  Mystery
The Demigod Files,Rick Riordan,4.02,119707,151.0,"Fantasy, Mythology, Young Adult",2009.0,https://www.goodreads.com/book/show/3992598-the-demigod-files,11.692810723063833,5.0238805208462765,2.833213344056216,Fantasy  Mythology  Young Adult
The Club,Ellery Lloyd,3.29,119673,320.0,"Mystery, Thriller, Fiction",2022.0,https://www.goodreads.com/book/show/58536005-the-club,11.692526658261729,5.771441123130016,1.3862943611198906,Mystery  Thriller  Fiction
Every Heart a Doorway,Seanan McGuire,3.81,119421,176.0,"Fantasy, Young Adult, Fiction",2016.0,https://www.goodreads.com/book/show/25526296-every-heart-a-doorway,11.69041871757421,5.176149732573829,2.302585092994046,Fantasy  Young Adult  Fiction
The Origin of Species,Charles Darwin,4.01,119343,703.0,"Science, Nonfiction, Classics",1859.0,https://www.goodreads.com/book/show/22463.The_Origin_of_Species,11.689765358194945,6.556778356158042,5.117993812416755,Science  Nonfiction  Classics
Gilead,Marilynne Robinson,3.85,119215,247.0,"Fiction, Historical Fiction, Book Club",2004.0,https://www.goodreads.com/book/show/68210.Gilead,11.688692252793508,5.5134287461649825,3.091042453358316,Fiction  Historical Fiction  Book Club
The Celestine Prophecy,James Redfield,3.72,119099,247.0,"Fiction, Spirituality, Philosophy",1993.0,https://www.goodreads.com/book/show/13103.The_Celestine_Prophecy,11.687718755343392,5.5134287461649825,3.4965075614664802,Fiction  Spirituality  Philosophy
Across the Universe,Beth Revis,3.77,118946,399.0,"Young Adult, Science Fiction, Dystopia",2011.0,https://www.goodreads.com/book/show/8235178-across-the-universe,11.6864332947321,5.991464547107982,2.70805020110221,Young Adult  Science Fiction  Dystopia
Wild Swans: Three Daughters of China,Jung Chang,4.29,118934,562.0,"Nonfiction, History, China",1991.0,https://www.goodreads.com/book/show/1848.Wild_Swans,11.686332404374609,6.333279628139691,3.5553480614894135,Nonfiction  History  China
Lover Avenged,J.R. Ward,4.36,118388,527.0,"Paranormal Romance, Romance, Paranormal",2009.0,https://www.goodreads.com/book/show/5098079-lover-avenged,11.681731091710663,6.269096283706261,2.833213344056216,Paranormal Romance  Romance  Paranormal
The Reckoning,Kelley Armstrong,4.18,118214,391.0,"Young Adult, Fantasy, Paranormal",2010.0,https://www.goodreads.com/book/show/6468666-the-reckoning,11.68026027945586,5.971261839790462,2.772588722239781,Young Adult  Fantasy  Paranormal
The Keeper of Happy Endings,Barbara Davis,4.46,118014,415.0,"Historical Fiction, Fiction, Book Club",2021.0,https://www.goodreads.com/book/show/57429914-the-keeper-of-happy-endings,11.67856701401298,6.030685260261263,1.6094379124341003,Historical Fiction  Fiction  Book Club
The Last Unicorn,Peter S. Beagle,4.16,117886,294.0,"Fantasy, Fiction, Young Adult",1968.0,https://www.goodreads.com/book/show/29127.The_Last_Unicorn,11.677481817511367,5.68697535633982,4.060443010546419,Fantasy  Fiction  Young Adult
Savage Bonds,J. Bree,4.25,117726,500.0,"Fantasy, Reverse Harem, Romance",2021.0,https://www.goodreads.com/book/show/58410164-savage-bonds,11.676123663712405,6.2166061010848646,1.6094379124341003,Fantasy  Reverse Harem  Romance
Let the Right One In,John Ajvide Lindqvist,4.04,117347,513.0,"Horror, Fiction, Vampires",2004.0,https://www.goodreads.com/book/show/943402.Let_the_Right_One_In,11.672899158100275,6.2422232654551655,3.091042453358316,Horror  Fiction  Vampires
The Miraculous Journey of Edward Tulane:,Kate DiCamillo,4.39,117298,228.0,"Fantasy, Fiction, Childrens",2006.0,https://www.goodreads.com/book/show/37186.The_Miraculous_Journey_of_Edward_Tulane,11.672481509456038,5.43372200355424,2.995732273553991,Fantasy  Fiction  Childrens
The Wee Free Men,Terry Pratchett,4.29,117223,375.0,"Fantasy, Fiction, Young Adult",2003.0,https://www.goodreads.com/book/show/34494.The_Wee_Free_Men,11.671841913317861,5.929589143389895,3.1354942159291497,Fantasy  Fiction  Young Adult
The Awakening,Kelley Armstrong,4.14,117178,360.0,"Young Adult, Fantasy, Paranormal",2009.0,https://www.goodreads.com/book/show/5391115-the-awakening,11.671457959182865,5.8888779583328805,2.833213344056216,Young Adult  Fantasy  Paranormal
Ubik,Philip K. Dick,4.11,117029,288.0,"Science Fiction, Fiction, Classics",1969.0,https://www.goodreads.com/book/show/22590.Ubik,11.670185591168812,5.666426688112432,4.04305126783455,Science Fiction  Fiction  Classics
This Man,Jodi Ellen Malpas,4.05,116857,448.0,"Romance, Erotica, Contemporary Romance",2012.0,https://www.goodreads.com/book/show/16140036-this-man,11.668714801465995,6.1070228877422545,2.6390573296152584,Romance  Erotica  Contemporary Romance
Origin,Jennifer L. Armentrout,4.32,116762,374.0,"Young Adult, Fantasy, Romance",2013.0,https://www.goodreads.com/book/show/13644052-origin,11.667901518368703,5.926926025970411,2.5649493574615367,Young Adult  Fantasy  Romance
The Shell Seekers,Rosamunde Pilcher,4.2,116736,544.0,"Fiction, Historical Fiction, Romance",1987.0,https://www.goodreads.com/book/show/37095.The_Shell_Seekers,11.667678820294977,6.300785794663244,3.6635616461296463,Fiction  Historical Fiction  Romance
Howl and Other Poems,Allen Ginsberg,4.13,116601,56.0,"Poetry, Classics, Fiction",1956.0,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems,11.666521705410085,4.04305126783455,4.248495242049359,Poetry  Classics  Fiction
Effortless,S.C. Stephens,4.34,116351,487.0,"Romance, New Adult, Contemporary Romance",2011.0,https://www.goodreads.com/book/show/15842441-effortless,11.664375358097097,6.1903154058531475,2.70805020110221,Romance  New Adult  Contemporary Romance
Half-Blood,Jennifer L. Armentrout,4.07,116337,281.0,"Fantasy, Young Adult, Paranormal",2011.0,https://www.goodreads.com/book/show/9680718-half-blood,11.664255026325066,5.641907070938114,2.70805020110221,Fantasy  Young Adult  Paranormal
The Once and Future King,T.H. White,4.07,115770,639.0,"Fantasy, Classics, Fiction",1958.0,https://www.goodreads.com/book/show/43545.The_Once_and_Future_King,11.659369380978829,6.461468176353717,4.219507705176107,Fantasy  Classics  Fiction
Lover Mine,J.R. Ward,4.39,115672,528.0,"Romance, Paranormal, Paranormal Romance",2010.0,https://www.goodreads.com/book/show/7046495-lover-mine,11.658522523805111,6.270988431858299,2.772588722239781,Romance  Paranormal  Paranormal Romance
The Heart Is a Lonely Hunter,Carson McCullers,3.99,115618,359.0,"Fiction, Classics, Book Club",1940.0,https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter,11.658055581576404,5.886104031450156,4.454347296253507,Fiction  Classics  Book Club
Night Watch,Terry Pratchett,4.5,115471,480.0,"Fantasy, Fiction, Humor",2002.0,https://www.goodreads.com/book/show/47989.Night_Watch,11.656783355312054,6.175867270105761,3.1780538303479458,Fantasy  Fiction  Humor
A Canticle for Leibowitz,Walter M. Miller Jr.,3.99,115401,334.0,"Science Fiction, Fiction, Post Apocalyptic",1959.0,https://www.goodreads.com/book/show/164154.A_Canticle_for_Leibowitz,11.656176963928486,5.814130531825066,4.204692619390966,Science Fiction  Fiction  Post Apocalyptic
Gabriel's Rapture,Sylvain Reynard,4.2,115349,386.0,"Romance, Contemporary Romance, Contemporary",2012.0,https://www.goodreads.com/book/show/13639050-gabriel-s-rapture,11.655726263601899,5.958424693029782,2.6390573296152584,Romance  Contemporary Romance  Contemporary
Cryptonomicon,Neal Stephenson,4.23,115132,1152.0,"Fiction, Science Fiction, Historical Fiction",1999.0,https://www.goodreads.com/book/show/816.Cryptonomicon,11.653843260828436,7.050122520269059,3.295836866004329,Fiction  Science Fiction  Historical Fiction
Under the Never Sky,Veronica Rossi,3.99,115045,374.0,"Young Adult, Dystopia, Romance",2011.0,https://www.goodreads.com/book/show/11594257-under-the-never-sky,11.653087327366714,5.926926025970411,2.70805020110221,Young Adult  Dystopia  Romance
Loveless,Alice Oseman,4.18,115005,433.0,"Young Adult, LGBT, Contemporary",2020.0,https://www.goodreads.com/book/show/42115981-loveless,11.65273957989742,6.073044534100405,1.791759469228055,Young Adult  LGBT  Contemporary
Into the Wild,Erin Hunter,4.32,114945,288.0,"Fantasy, Fiction, Middle Grade",2003.0,https://www.goodreads.com/book/show/111332.Into_the_Wild,11.652217731847726,5.666426688112432,3.1354942159291497,Fantasy  Fiction  Middle Grade
When You Reach Me,Rebecca Stead,4.08,114438,199.0,"Young Adult, Middle Grade, Fiction",2009.0,https://www.goodreads.com/book/show/5310515-when-you-reach-me,11.647797208922443,5.298317366548036,2.833213344056216,Young Adult  Middle Grade  Fiction
Ham on Rye,Charles Bukowski,4.14,114202,288.0,"Fiction, Classics, Novels",1982.0,https://www.goodreads.com/book/show/38501.Ham_on_Rye,11.64573284556128,5.666426688112432,3.784189633918261,Fiction  Classics  Novels
Daughter of the Moon Goddess,Sue Lynn Tan,4.08,114169,503.0,"Romance, Mythology, Young Adult",2022.0,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess,11.645443844670373,6.222576268071369,1.3862943611198906,Romance  Mythology  Young Adult
Real,Katy Evans,4.12,113967,293.0,"Romance, New Adult, Sports",2013.0,https://www.goodreads.com/book/show/17617277-real,11.643672986218135,5.683579767338681,2.5649493574615367,Romance  New Adult  Sports
Bone Crossed,Patricia Briggs,4.33,113943,292.0,"Urban Fantasy, Fantasy, Paranormal",2010.0,https://www.goodreads.com/book/show/3128411-bone-crossed,11.643462378614423,5.680172609017068,2.772588722239781,Urban Fantasy  Fantasy  Paranormal
The Day of the Triffids,John Wyndham,4.01,113732,228.0,"Science Fiction, Fiction, Horror",1951.0,https://www.goodreads.com/book/show/530965.The_Day_of_the_Triffids,11.6416088750949,5.43372200355424,4.31748811353631,Science Fiction  Fiction  Horror
Fingersmith,Sarah Waters,4.02,113671,592.0,"Historical Fiction, Fiction, LGBT",2002.0,https://www.goodreads.com/book/show/8913370-fingersmith,11.64107238731791,6.385194398997726,3.1780538303479458,Historical Fiction  Fiction  LGBT
