title,author,avg_rating,rating_count,num_pages,genres,pub_year,url
How the Grinch Stole Christmas!,Dr. Seuss,4.38,435683,64.0,"Childrens, Picture Books, Christmas",1957.0,https://www.goodreads.com/book/show/113946.How_the_Grinch_Stole_Christmas_
Throne of Glass,Sarah J. Maas,4.18,2081317,406.0,"Young Adult, Romance, Fiction",2012.0,https://www.goodreads.com/book/show/7896527-throne-of-glass
The Ultimate Hitchhiker’s Guide to the Galaxy,Douglas Adams,4.38,332989,815.0,"Science Fiction, Fiction, Humor",1996.0,https://www.goodreads.com/book/show/13.The_Ultimate_Hitchhiker_s_Guide_to_the_Galaxy
The Maze Runner,James Dashner,4.05,1620910,384.0,"Young Adult, Dystopia, Science Fiction",2009.0,https://www.goodreads.com/book/show/6186357-the-maze-runner
Shadow Kiss,Richelle Mead,4.33,376386,443.0,"Young Adult, Fantasy, Vampires",2008.0,https://www.goodreads.com/book/show/2802316-shadow-kiss
The Compleat Works of Wllm Shkspr,Reduced Shakespeare Company,4.43,9705,137.0,"Plays, Classics, Humor",2000.0,https://www.goodreads.com/book/show/1423.The_Compleat_Works_of_Wllm_Shkspr
Their Eyes Were Watching God,Zora Neale Hurston,3.99,372224,238.0,"Classics, Fiction, Historical Fiction",1937.0,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God
The Importance of Being Earnest,Oscar Wilde,4.17,393882,89.0,"Classics, Plays, Fiction",1895.0,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest
A Court of Mist and Fury,Sarah J. Maas,4.64,2821734,626.0,"Fantasy, Romance, Romantasy",2016.0,https://www.goodreads.com/book/show/17927395-a-court-of-mist-and-fury
Atonement,Ian McEwan,3.95,545762,351.0,"Fiction, Historical Fiction, Classics",2001.0,https://www.goodreads.com/book/show/6867.Atonement
The Zombie Room,R.D. Ronald,3.83,32502,218.0,"Thriller, Mystery, Fiction",2012.0,https://www.goodreads.com/book/show/29908754-the-zombie-room
The Wonderful Wizard of Oz,L. Frank Baum,4.0,493459,154.0,"Classics, Fantasy, Fiction",1900.0,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz
"Eat, Pray, Love",Elizabeth Gilbert,3.64,1808785,368.0,"Nonfiction, Memoir, Travel",2006.0,https://www.goodreads.com/book/show/19501.Eat_Pray_Love
The Lorax,Dr. Seuss,4.35,360561,72.0,"Childrens, Picture Books, Fiction",1971.0,https://www.goodreads.com/book/show/7784.The_Lorax
Goodnight Moon,Margaret Wise Brown,4.32,387218,32.0,"Childrens, Picture Books, Fiction",1947.0,https://www.goodreads.com/book/show/32929.Goodnight_Moon
The Hunger Games Trilogy Boxset,Suzanne Collins,4.49,229922,1155.0,"Young Adult, Fiction, Fantasy",2010.0,https://www.goodreads.com/book/show/7938275-the-hunger-games-trilogy-boxset
A Midsummer Night’s Dream,William Shakespeare,3.94,563157,298.0,"Plays, Fiction, Fantasy",1595.0,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream
Bridge to Terabithia,Katherine Paterson,4.06,574515,190.0,"Fiction, Young Adult, Classics",1977.0,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia
Murder on the Orient Express,Agatha Christie,4.2,689086,274.0,"Mystery, Classics, Fiction",1934.0,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express
Frostbite,Richelle Mead,4.25,366883,327.0,"Young Adult, Fantasy, Vampires",2008.0,https://www.goodreads.com/book/show/2282133.Frostbite
The Diary of a Young Girl,Anne Frank,4.2,4018404,283.0,"Nonfiction, Biography, Memoir",1947.0,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,4.4,3706445,389.0,"Fiction, Romance, Historical Fiction",2017.0,https://www.goodreads.com/book/show/32620332-the-seven-husbands-of-evelyn-hugo
Tess of the D’Urbervilles,Thomas Hardy,3.84,295609,518.0,"Classics, Fiction, Literature",1891.0,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles
Heart of Darkness,Joseph Conrad,3.43,540024,188.0,"Fiction, Classics, Literature",1899.0,https://www.goodreads.com/book/show/4900.Heart_of_Darkness
The Selection,Kiera Cass,4.07,1691421,336.0,"Romance, Young Adult, Dystopia",2012.0,https://www.goodreads.com/book/show/10507293-the-selection
The Night Circus,Erin Morgenstern,4.01,1054116,506.0,"Fantasy, Fiction, Romance",2011.0,https://www.goodreads.com/book/show/9361589-the-night-circus
The Prophet,Kahlil Gibran,4.23,317541,127.0,"Poetry, Classics, Philosophy",1923.0,https://www.goodreads.com/book/show/2547.The_Prophet
The Call of the Wild,Jack London,3.91,455963,172.0,"Classics, Fiction, Adventure",1903.0,https://www.goodreads.com/book/show/1852.The_Call_of_the_Wild
Blood Promise,Richelle Mead,4.3,322756,503.0,"Young Adult, Fantasy, Vampires",2009.0,https://www.goodreads.com/book/show/5996153-blood-promise
The Joy Luck Club,Amy Tan,3.97,698862,288.0,"Fiction, Historical Fiction, Classics",1989.0,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club
The Good Earth,Pearl S. Buck,4.01,256353,418.0,"Fiction, Historical Fiction, China",1931.0,https://www.goodreads.com/book/show/1078.The_Good_Earth
Alice in Wonderland,Jane Carruth,4.03,394985,96.0,"Classics, Fantasy, Fiction",1865.0,https://www.goodreads.com/book/show/13023.Alice_in_Wonderland
The Phantom Tollbooth,Norton Juster,4.2,299259,248.0,"Fantasy, Fiction, Classics",1961.0,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth
"Oh, the Places You’ll Go!",Dr. Seuss,4.37,429474,44.0,"Childrens, Picture Books, Fiction",1990.0,https://www.goodreads.com/book/show/191139.Oh_the_Places_You_ll_Go_
The Neverending Story,Michael Ende,4.18,213647,396.0,"Fantasy, Classics, Fiction",1979.0,https://www.goodreads.com/book/show/27712.The_Neverending_Story
Madame Bovary,Gustave Flaubert,3.71,357862,329.0,"Classics, Fiction, France",1856.0,https://www.goodreads.com/book/show/2175.Madame_Bovary
Treasure Island,Robert Louis Stevenson,3.85,521977,352.0,"Classics, Fiction, Adventure",1882.0,https://www.goodreads.com/book/show/295.Treasure_Island
Oliver Twist,Charles Dickens,3.88,416238,608.0,"Fiction, Classics, Historical Fiction",1838.0,https://www.goodreads.com/book/show/18254.Oliver_Twist
The Mists of Avalon,Marion Zimmer Bradley,4.13,210357,1009.0,"Fantasy, Fiction, Historical Fiction",1982.0,https://www.goodreads.com/book/show/40605251-the-mists-of-avalon
Jonathan Livingston Seagull,Richard Bach,3.86,264825,112.0,"Fiction, Classics, Philosophy",1970.0,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull
A Storm of Swords,George R.R. Martin,4.55,823097,1177.0,"Fantasy, Fiction, Epic Fantasy",2000.0,https://www.goodreads.com/book/show/62291.A_Storm_of_Swords
The Boy in the Striped Pajamas,John Boyne,4.16,913336,224.0,"Historical Fiction, Fiction, Young Adult",2006.0,https://www.goodreads.com/book/show/39999.The_Boy_in_the_Striped_Pajamas
Ulysses,James Joyce,3.77,137153,783.0,"Classics, Fiction, Literature",1922.0,https://www.goodreads.com/book/show/338798.Ulysses
Jurassic Park,Michael Crichton,4.12,1016619,450.0,"Science Fiction, Fiction, Thriller",1990.0,https://www.goodreads.com/book/show/40604658-jurassic-park
Fifty Shades of Grey,E.L. James,3.67,2786203,356.0,"Fiction, BDSM, Adult",2011.0,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey
The Lost Hero,Rick Riordan,4.29,909223,576.0,"Fantasy, Mythology, Young Adult",2010.0,https://www.goodreads.com/book/show/7736182-the-lost-hero
Beloved,Toni Morrison,3.97,469552,325.0,"Fiction, Classics, Historical Fiction",1987.0,https://www.goodreads.com/book/show/6149.Beloved
The Clan of the Cave Bear,Jean M. Auel,4.1,276854,516.0,"Historical Fiction, Fiction, Fantasy",1980.0,https://www.goodreads.com/book/show/40611463-the-clan-of-the-cave-bear
A Farewell to Arms,Ernest Hemingway,3.82,340360,293.0,"Fiction, Historical Fiction, Classics",1929.0,https://www.goodreads.com/book/show/10799.A_Farewell_to_Arms
David Copperfield,Charles Dickens,4.04,250946,882.0,"Fiction, Literature, Historical Fiction",1850.0,https://www.goodreads.com/book/show/58696.David_Copperfield
The Canterbury Tales,Geoffrey Chaucer,3.52,233196,,"Fiction, Poetry, Classics",1400.0,https://www.goodreads.com/book/show/2696.The_Canterbury_Tales
A Little Princess,Frances Hodgson Burnett,4.23,318609,242.0,"Fiction, Childrens, Classics",1905.0,https://www.goodreads.com/book/show/3008.A_Little_Princess
The World According to Garp,John Irving,4.11,234744,610.0,"Fiction, Classics, Literature",1978.0,https://www.goodreads.com/book/show/7069.The_World_According_to_Garp
Thirteen Reasons Why,Jay Asher,3.84,1007974,352.0,"Young Adult, Fiction, Contemporary",2007.0,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why
Cinder,Marissa Meyer,4.13,982546,400.0,"Fantasy, Young Adult, Science Fiction",2012.0,https://www.goodreads.com/book/show/36381037-cinder
His Dark Materials,Philip Pullman,4.29,165905,1088.0,"Fantasy, Fiction, Young Adult",2000.0,https://www.goodreads.com/book/show/18116.His_Dark_Materials
Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,3.52,659944,406.0,"Fantasy, Fiction, Adult",1995.0,https://www.goodreads.com/book/show/37442.Wicked
Clockwork Prince,Cassandra Clare,4.42,574242,498.0,"Fantasy, Young Adult, Romance",2011.0,https://www.goodreads.com/book/show/10025305-clockwork-prince
The Iliad / The Odyssey,Homer,4.07,81326,1556.0,"Classics, Fiction, Poetry",,https://www.goodreads.com/book/show/1375.The_Iliad_The_Odyssey
Shōgun,James Clavell,4.41,202875,1152.0,"Historical Fiction, Fiction, Japan",1975.0,https://www.goodreads.com/book/show/52382796-sh-gun
Schindler’s List,Thomas Keneally,4.34,163607,429.0,"History, Nonfiction, Holocaust",1982.0,https://www.goodreads.com/book/show/375013.Schindler_s_List
The Velveteen Rabbit,Margery Williams Bianco,4.31,267340,40.0,"Classics, Childrens, Fiction",1922.0,https://www.goodreads.com/book/show/144974.The_Velveteen_Rabbit
The Silmarillion,J.R.R. Tolkien,4.03,320375,386.0,"Fantasy, Fiction, High Fantasy",1977.0,https://www.goodreads.com/book/show/7332.The_Silmarillion
The Trial,Franz Kafka,3.95,368634,255.0,"Fiction, Philosophy, Literature",1925.0,https://www.goodreads.com/book/show/17690.The_Trial
Howl’s Moving Castle,Diana Wynne Jones,4.29,416333,329.0,"Fantasy, Young Adult, Fiction",1986.0,https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle
The Girl on the Train,Paula Hawkins,3.96,3163462,336.0,"Fiction, Mystery, Thriller",2015.0,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train
Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.97,429979,326.0,"Fiction, Book Club, Historical Fiction",2005.0,https://www.goodreads.com/book/show/4588.Extremely_Loud_Incredibly_Close
The Other Boleyn Girl,Philippa Gregory,4.09,507011,661.0,"Historical Fiction, Fiction, Historical",2001.0,https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl
Mockingjay,Suzanne Collins,4.11,3513060,390.0,"Young Adult, Dystopia, Fiction",2010.0,https://www.goodreads.com/book/show/7260188-mockingjay
The Silence of the Lambs,Thomas Harris,4.25,573810,421.0,"Horror, Fiction, Thriller",1988.0,https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs
Man’s Search for Meaning,Viktor E. Frankl,4.37,812777,165.0,"Nonfiction, Psychology, Philosophy",1946.0,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning
Fallen,Lauren Kate,3.72,607849,464.0,"Fantasy, Young Adult, Romance",2009.0,https://www.goodreads.com/book/show/6487308-fallen
The Sun Also Rises,Ernest Hemingway,3.79,474131,189.0,"Classics, Fiction, Literature",1926.0,https://www.goodreads.com/book/show/3876.The_Sun_Also_Rises
Dark Places,Gillian Flynn,3.95,804525,424.0,"Mystery, Fiction, Thriller",2009.0,https://www.goodreads.com/book/show/5886881-dark-places
Last Sacrifice,Richelle Mead,4.37,295938,594.0,"Young Adult, Fantasy, Vampires",2010.0,https://www.goodreads.com/book/show/6527740-last-sacrifice
A Confederacy of Dunces,John Kennedy Toole,3.89,289041,394.0,"Fiction, Humor, Book Club",1980.0,https://www.goodreads.com/book/show/310612.A_Confederacy_of_Dunces
The Green Mile,Stephen King,4.49,346063,592.0,"Horror, Fiction, Fantasy",1996.0,https://www.goodreads.com/book/show/11566.The_Green_Mile
Mystic River,Dennis Lehane,4.17,154879,416.0,"Mystery, Fiction, Thriller",2001.0,https://www.goodreads.com/book/show/21671.Mystic_River
Red Dragon,Thomas Harris,4.07,356777,454.0,"Horror, Fiction, Thriller",1981.0,https://www.goodreads.com/book/show/28877.Red_Dragon
The Secret Magdalene,Ki Longfellow,4.15,4693,448.0,"Historical Fiction, Fiction, Religion",2005.0,https://www.goodreads.com/book/show/514811.The_Secret_Magdalene
The Crucible,Arthur Miller,3.61,447103,143.0,"Classics, Plays, Fiction",1953.0,https://www.goodreads.com/book/show/17250.The_Crucible
Cat’s Cradle,Kurt Vonnegut Jr.,4.15,424090,306.0,"Fiction, Classics, Science Fiction",1963.0,https://www.goodreads.com/book/show/135479.Cat_s_Cradle
The Screwtape Letters,C.S. Lewis,4.27,490778,222.0,"Fiction, Christian, Classics",1942.0,https://www.goodreads.com/book/show/8130077-the-screwtape-letters
Shutter Island,Dennis Lehane,4.13,210457,369.0,"Mystery, Fiction, Thriller",2003.0,https://www.goodreads.com/book/show/21686.Shutter_Island
The Wind in the Willows,Kenneth Grahame,4.02,232507,197.0,"Classics, Fiction, Childrens",1908.0,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows
A Light in the Attic,Shel Silverstein,4.36,467519,176.0,"Poetry, Childrens, Classics",1981.0,https://www.goodreads.com/book/show/30118.A_Light_in_the_Attic
The Lord of the Rings,J.R.R. Tolkien,4.54,709947,1216.0,"Fantasy, Classics, Fiction",1954.0,https://www.goodreads.com/book/show/33.The_Lord_of_the_Rings
Misery,Stephen King,4.23,802787,370.0,"Horror, Fiction, Thriller",1987.0,https://www.goodreads.com/book/show/10614.Misery
1984,George Orwell,4.2,5120386,368.0,"Classics, Fiction, Science Fiction",1949.0,https://www.goodreads.com/book/show/61439040-1984
Spirit Bound,Richelle Mead,4.32,303604,489.0,"Young Adult, Fantasy, Vampires",2010.0,https://www.goodreads.com/book/show/6479259-spirit-bound
City of Fallen Angels,Cassandra Clare,4.07,627280,425.0,"Fantasy, Young Adult, Romance",2011.0,https://www.goodreads.com/book/show/6752378-city-of-fallen-angels
Crooked Kingdom,Leigh Bardugo,4.58,723487,561.0,"Fantasy, Young Adult, Fiction",2016.0,https://www.goodreads.com/book/show/22299763-crooked-kingdom
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,4.47,344573,242.0,"Nonfiction, Biography, History",1971.0,https://www.goodreads.com/book/show/561909.The_Hiding_Place
Before I Go to Sleep,S.J. Watson,3.9,354863,359.0,"Thriller, Fiction, Mystery",2011.0,https://www.goodreads.com/book/show/9736930-before-i-go-to-sleep
The Phantom of the Opera,Gaston Leroux,3.96,264217,360.0,"Fiction, Horror, Romance",1910.0,https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera
A Clash of Kings,George R.R. Martin,4.42,990434,1009.0,"Fantasy, Fiction, Epic Fantasy",1998.0,https://www.goodreads.com/book/show/10572.A_Clash_of_Kings
The God of Small Things,Arundhati Roy,3.96,314046,321.0,"Fiction, India, Historical Fiction",1997.0,https://www.goodreads.com/book/show/9777.The_God_of_Small_Things
Blindness,José Saramago,4.18,318728,349.0,"Fiction, Dystopia, Science Fiction",1995.0,https://www.goodreads.com/book/show/40495148-blindness
Big Little Lies,Liane Moriarty,4.31,1074423,460.0,"Fiction, Mystery, Book Club",2014.0,https://www.goodreads.com/book/show/33516773-big-little-lies
The Chain Between Worlds,Johnathon Nicolaou,4.46,1203,335.0,"Fantasy, Young Adult, Urban Fantasy",2021.0,https://www.goodreads.com/book/show/60288648-the-chain-between-worlds
Ella Enchanted,Gail Carson Levine,4.01,419982,240.0,"Fantasy, Young Adult, Fiction",1997.0,https://www.goodreads.com/book/show/24337.Ella_Enchanted
Never Lie,Freida McFadden,4.09,1133100,286.0,"Thriller, Mystery, Audiobook",2022.0,https://www.goodreads.com/book/show/62080187-never-lie
The Fellowship of the Ring,J.R.R. Tolkien,4.4,3007024,398.0,"Fantasy, Classics, Fiction",1954.0,https://www.goodreads.com/book/show/34.The_Fellowship_of_the_Ring
Girl with a Pearl Earring,Tracy Chevalier,3.93,762684,233.0,"Historical Fiction, Fiction, Classics",1999.0,https://www.goodreads.com/book/show/2865.Girl_with_a_Pearl_Earring
The House of the Spirits,Isabel Allende,4.29,297556,448.0,"Fiction, Magical Realism, Historical Fiction",1982.0,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits
The Woman in the Window,A.J. Finn,3.94,849400,455.0,"Thriller, Mystery, Fiction",2018.0,https://www.goodreads.com/book/show/40389527-the-woman-in-the-window
Uglies,Scott Westerfeld,3.85,697390,425.0,"Young Adult, Dystopia, Science Fiction",2005.0,https://www.goodreads.com/book/show/24770.Uglies
None of This Is True,Lisa Jewell,4.09,898288,390.0,"Thriller, Mystery, Audiobook",2023.0,https://www.goodreads.com/book/show/62334530-none-of-this-is-true
The Way of Kings,Brandon Sanderson,4.67,604521,1007.0,"Fantasy, Fiction, Epic Fantasy",2010.0,https://www.goodreads.com/book/show/7235533-the-way-of-kings
The Wind-Up Bird Chronicle,Haruki Murakami,4.14,302923,607.0,"Fiction, Magical Realism, Fantasy",1994.0,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle
Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,4.14,474596,291.0,"Nonfiction, Memoir, Animals",2005.0,https://www.goodreads.com/book/show/12691.Marley_and_Me
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.19,787362,291.0,"Historical Fiction, Fiction, Book Club",2008.0,https://www.goodreads.com/book/show/39832183-the-guernsey-literary-and-potato-peel-pie-society
Norwegian Wood,Haruki Murakami,4.0,681338,296.0,"Fiction, Romance, Japan",1987.0,https://www.goodreads.com/book/show/11297.Norwegian_Wood
The Paris Apartment,Lucy Foley,3.65,651748,360.0,"Mystery, Thriller, Fiction",2022.0,https://www.goodreads.com/book/show/58468990-the-paris-apartment
Speak,Laurie Halse Anderson,4.05,618148,224.0,"Young Adult, Fiction, Contemporary",1999.0,https://www.goodreads.com/book/show/39280444-speak
Paper Towns,John Green,3.7,1451846,305.0,"Young Adult, Fiction, Contemporary",2008.0,https://www.goodreads.com/book/show/6442769-paper-towns
She’s Come Undone,Wally Lamb,3.91,354948,465.0,"Fiction, Contemporary, Book Club",1992.0,https://www.goodreads.com/book/show/5203.She_s_Come_Undone
The Family Upstairs,Lisa Jewell,3.96,510866,352.0,"Thriller, Mystery, Fiction",2019.0,https://www.goodreads.com/book/show/43822820-the-family-upstairs
Lock Every Door,Riley Sager,3.89,265402,381.0,"Thriller, Mystery, Mystery Thriller",2019.0,https://www.goodreads.com/book/show/41837243-lock-every-door
Shiver,Maggie Stiefvater,3.76,491677,392.0,"Young Adult, Fantasy, Romance",2009.0,https://www.goodreads.com/book/show/6068551-shiver
You,Caroline Kepnes,3.96,272614,464.0,"Thriller, Fiction, Mystery",2014.0,https://www.goodreads.com/book/show/36430011-you
